"FILEID","STUSAB","SUMLEV","LOGRECNO","REGION","DIVISION","STATE","COUNTY","TRACT","BLOCK","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017"
"SF1ST","OH","101",121259,"2","3","39","049","008340","1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121260,"2","3","39","049","008340","1009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121261,"2","3","39","049","008340","1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121262,"2","3","39","049","008340","1011",17,17,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121263,"2","3","39","049","008340","1012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121264,"2","3","39","049","008340","1013",231,203,146,37,1,7,0,0,12,28,16,0,0,0,0,12,0
"SF1ST","OH","101",121265,"2","3","39","049","008340","1014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121266,"2","3","39","049","008340","1017",88,88,49,26,0,6,0,0,7,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121267,"2","3","39","049","008340","1018",200,199,144,34,0,14,0,0,7,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121268,"2","3","39","049","008340","1019",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121269,"2","3","39","049","008340","1027",181,162,73,78,0,4,0,2,5,19,18,0,0,0,0,1,0
"SF1ST","OH","101",121271,"2","3","39","049","008340","2001",6,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121272,"2","3","39","049","008340","2002",76,52,36,8,0,4,0,0,4,24,2,0,6,0,0,15,1
"SF1ST","OH","101",121273,"2","3","39","049","008340","2005",398,365,247,93,3,10,0,0,12,33,1,1,0,0,0,27,4
"SF1ST","OH","101",121274,"2","3","39","049","008340","2006",42,33,29,4,0,0,0,0,0,9,2,0,0,0,0,7,0
"SF1ST","OH","101",121275,"2","3","39","049","008340","2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121276,"2","3","39","049","008340","2010",121,111,64,32,0,7,0,0,8,10,9,0,0,0,0,1,0
"SF1ST","OH","101",121277,"2","3","39","049","008340","2011",25,25,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121278,"2","3","39","049","008340","2012",37,37,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121279,"2","3","39","049","008340","2013",32,32,24,3,0,0,0,0,5,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121280,"2","3","39","049","008340","2014",249,223,161,39,2,14,0,0,7,26,0,0,0,1,0,24,1
"SF1ST","OH","101",121281,"2","3","39","049","008340","2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121282,"2","3","39","049","008340","2017",59,57,35,14,0,8,0,0,0,2,2,0,0,0,0,0,0
"SF1ST","OH","101",121283,"2","3","39","049","008340","2018",27,27,16,9,0,0,0,0,2,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121284,"2","3","39","049","008340","2019",27,27,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121285,"2","3","39","049","008340","2020",371,360,204,105,1,25,0,0,25,11,8,0,2,0,0,1,0
"SF1ST","OH","101",121286,"2","3","39","049","008340","2021",128,126,94,25,0,4,0,0,3,2,2,0,0,0,0,0,0
"SF1ST","OH","101",121287,"2","3","39","049","008340","2023",17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121288,"2","3","39","049","008340","2027",24,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121289,"2","3","39","049","008340","2028",17,17,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121290,"2","3","39","049","008340","2029",16,16,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121291,"2","3","39","049","008340","2030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121292,"2","3","39","049","008340","2031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121293,"2","3","39","049","008340","2033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121294,"2","3","39","049","008340","2035",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121295,"2","3","39","049","008340","2036",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121296,"2","3","39","049","008340","2039",8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121297,"2","3","39","049","008340","2040",3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121298,"2","3","39","049","008340","2042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121299,"2","3","39","049","008340","2043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121300,"2","3","39","049","008340","2047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121301,"2","3","39","049","008340","2050",5,5,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121302,"2","3","39","049","008340","2053",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121304,"2","3","39","049","008340","3000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121305,"2","3","39","049","008340","3001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121306,"2","3","39","049","008340","3002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121307,"2","3","39","049","008340","3003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121308,"2","3","39","049","008340","3004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121309,"2","3","39","049","008340","3005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121310,"2","3","39","049","008340","3006",608,602,409,192,1,0,0,0,0,6,5,0,0,0,0,1,0
"SF1ST","OH","101",121311,"2","3","39","049","008340","3007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121312,"2","3","39","049","008340","3008",706,671,404,183,2,61,0,0,21,35,20,3,0,1,0,2,9
"SF1ST","OH","101",121313,"2","3","39","049","008340","3010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121314,"2","3","39","049","008340","3011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121315,"2","3","39","049","008340","3012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121316,"2","3","39","049","008340","3013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121317,"2","3","39","049","008340","3014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121318,"2","3","39","049","008340","3018",7,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0
"SF1ST","OH","101",121319,"2","3","39","049","008340","3027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121320,"2","3","39","049","008340","3028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121321,"2","3","39","049","008340","3029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121322,"2","3","39","049","008340","3032",9,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0
"SF1ST","OH","101",121323,"2","3","39","049","008340","3033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121324,"2","3","39","049","008340","3038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121327,"2","3","39","049","008350","1000",340,303,126,147,2,7,0,0,21,37,7,0,0,0,0,25,5
"SF1ST","OH","101",121328,"2","3","39","049","008350","1002",131,120,85,27,2,2,0,0,4,11,0,1,0,0,0,10,0
"SF1ST","OH","101",121329,"2","3","39","049","008350","1003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121330,"2","3","39","049","008350","1005",77,66,41,20,0,0,0,0,5,11,1,0,0,0,0,10,0
"SF1ST","OH","101",121331,"2","3","39","049","008350","1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121332,"2","3","39","049","008350","1009",506,486,431,20,0,23,0,0,12,20,6,4,0,0,0,10,0
"SF1ST","OH","101",121333,"2","3","39","049","008350","1010",58,56,53,2,0,1,0,0,0,2,0,0,0,0,0,2,0
"SF1ST","OH","101",121334,"2","3","39","049","008350","1011",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121335,"2","3","39","049","008350","1012",324,319,274,39,0,4,0,0,2,5,1,0,0,0,0,4,0
"SF1ST","OH","101",121336,"2","3","39","049","008350","1013",47,45,35,10,0,0,0,0,0,2,2,0,0,0,0,0,0
"SF1ST","OH","101",121337,"2","3","39","049","008350","1014",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121338,"2","3","39","049","008350","1015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121339,"2","3","39","049","008350","1017",61,53,43,8,0,0,0,0,2,8,1,0,0,0,0,7,0
"SF1ST","OH","101",121340,"2","3","39","049","008350","1018",40,32,32,0,0,0,0,0,0,8,0,0,0,0,0,8,0
"SF1ST","OH","101",121341,"2","3","39","049","008350","1019",78,78,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121342,"2","3","39","049","008350","1021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121343,"2","3","39","049","008350","1022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121344,"2","3","39","049","008350","1023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121345,"2","3","39","049","008350","1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121346,"2","3","39","049","008350","1026",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121347,"2","3","39","049","008350","1027",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121348,"2","3","39","049","008350","1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121349,"2","3","39","049","008350","1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121350,"2","3","39","049","008350","1031",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121351,"2","3","39","049","008350","1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121352,"2","3","39","049","008350","1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121353,"2","3","39","049","008350","1035",410,287,152,104,2,11,0,2,16,123,18,1,1,0,0,97,6
"SF1ST","OH","101",121354,"2","3","39","049","008350","1036",201,138,52,79,0,1,4,0,2,63,13,0,1,0,0,44,5
"SF1ST","OH","101",121355,"2","3","39","049","008350","1037",45,29,11,15,0,0,0,0,3,16,6,0,0,0,0,9,1
"SF1ST","OH","101",121356,"2","3","39","049","008350","1038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121357,"2","3","39","049","008350","1039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121358,"2","3","39","049","008350","1040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121359,"2","3","39","049","008350","1046",127,113,95,12,0,0,0,0,6,14,1,0,0,0,0,13,0
"SF1ST","OH","101",121361,"2","3","39","049","008350","2000",1151,1134,119,965,4,8,2,4,32,17,4,3,0,0,0,4,6
"SF1ST","OH","101",121362,"2","3","39","049","008350","2001",8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0
"SF1ST","OH","101",121363,"2","3","39","049","008350","2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121364,"2","3","39","049","008350","2003",70,48,22,19,0,3,0,0,4,22,4,11,0,2,0,4,1
"SF1ST","OH","101",121365,"2","3","39","049","008350","2004",36,36,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121366,"2","3","39","049","008350","2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121367,"2","3","39","049","008350","2006",73,62,39,14,0,7,0,0,2,11,6,1,0,2,0,2,0
"SF1ST","OH","101",121368,"2","3","39","049","008350","2007",116,111,37,67,0,0,0,0,7,5,2,0,0,0,0,3,0
"SF1ST","OH","101",121369,"2","3","39","049","008350","2008",104,104,28,72,0,0,0,0,4,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121370,"2","3","39","049","008350","2009",229,173,105,59,2,1,0,0,6,56,27,0,0,1,0,28,0
"SF1ST","OH","101",121371,"2","3","39","049","008350","2010",125,88,30,44,0,0,0,0,14,37,10,0,0,0,0,27,0
"SF1ST","OH","101",121372,"2","3","39","049","008350","2011",128,94,51,35,1,0,0,1,6,34,10,0,4,0,0,18,2
"SF1ST","OH","101",121373,"2","3","39","049","008350","2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121374,"2","3","39","049","008350","2013",185,151,109,35,0,5,0,0,2,34,22,0,0,0,0,11,1
"SF1ST","OH","101",121375,"2","3","39","049","008350","2014",24,18,7,9,0,1,0,0,1,6,0,0,0,0,0,6,0
"SF1ST","OH","101",121376,"2","3","39","049","008350","2015",65,59,29,28,0,0,1,0,1,6,0,0,0,0,0,6,0
"SF1ST","OH","101",121377,"2","3","39","049","008350","2016",101,75,31,34,0,5,0,2,3,26,21,0,0,0,0,5,0
"SF1ST","OH","101",121378,"2","3","39","049","008350","2017",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121379,"2","3","39","049","008350","2018",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121380,"2","3","39","049","008350","2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121381,"2","3","39","049","008350","2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121382,"2","3","39","049","008350","2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121383,"2","3","39","049","008350","2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121384,"2","3","39","049","008350","2023",21,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121385,"2","3","39","049","008350","2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121386,"2","3","39","049","008350","2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121387,"2","3","39","049","008350","2026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121389,"2","3","39","049","008350","3001",64,63,17,45,0,1,0,0,0,1,0,1,0,0,0,0,0
"SF1ST","OH","101",121390,"2","3","39","049","008350","3002",83,73,63,10,0,0,0,0,0,10,4,5,0,0,0,1,0
"SF1ST","OH","101",121391,"2","3","39","049","008350","3003",78,78,68,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121392,"2","3","39","049","008350","3005",119,119,13,91,0,6,0,0,9,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121393,"2","3","39","049","008350","3006",18,10,6,0,0,1,0,0,3,8,0,1,0,0,0,7,0
"SF1ST","OH","101",121394,"2","3","39","049","008350","3009",43,43,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121395,"2","3","39","049","008350","3010",50,50,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121396,"2","3","39","049","008350","3011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121397,"2","3","39","049","008350","3012",29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121398,"2","3","39","049","008350","3013",85,79,71,6,0,0,0,0,2,6,1,5,0,0,0,0,0
"SF1ST","OH","101",121399,"2","3","39","049","008350","3014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121400,"2","3","39","049","008350","3017",30,27,3,24,0,0,0,0,0,3,0,3,0,0,0,0,0
"SF1ST","OH","101",121401,"2","3","39","049","008350","3019",140,139,85,42,3,0,0,0,9,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121402,"2","3","39","049","008350","3021",51,51,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121403,"2","3","39","049","008350","3024",683,527,342,147,0,26,1,2,9,156,33,20,1,0,0,91,11
"SF1ST","OH","101",121404,"2","3","39","049","008350","3026",32,30,24,3,0,1,0,0,2,2,0,0,0,0,0,0,2
"SF1ST","OH","101",121405,"2","3","39","049","008350","3027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121406,"2","3","39","049","008350","3028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121407,"2","3","39","049","008350","3029",17,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121408,"2","3","39","049","008350","3030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121409,"2","3","39","049","008350","3033",48,43,31,8,0,0,2,0,2,5,0,0,0,0,0,5,0
"SF1ST","OH","101",121410,"2","3","39","049","008350","3039",9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121411,"2","3","39","049","008350","3041",29,29,26,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121414,"2","3","39","049","008360","1000",150,149,134,10,0,1,0,0,4,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121415,"2","3","39","049","008360","1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121416,"2","3","39","049","008360","1002",17,15,14,0,0,0,0,0,1,2,2,0,0,0,0,0,0
"SF1ST","OH","101",121417,"2","3","39","049","008360","1003",47,46,38,8,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121418,"2","3","39","049","008360","1005",100,88,60,16,0,12,0,0,0,12,0,0,0,0,0,12,0
"SF1ST","OH","101",121419,"2","3","39","049","008360","1007",56,51,36,6,0,8,0,0,1,5,0,0,5,0,0,0,0
"SF1ST","OH","101",121420,"2","3","39","049","008360","1008",41,41,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121421,"2","3","39","049","008360","1009",68,68,57,8,0,0,0,0,3,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121422,"2","3","39","049","008360","1010",482,438,346,51,3,22,0,0,16,44,15,0,5,0,0,20,4
"SF1ST","OH","101",121423,"2","3","39","049","008360","1011",63,61,55,6,0,0,0,0,0,2,1,0,0,0,0,1,0
"SF1ST","OH","101",121424,"2","3","39","049","008360","1013",224,217,143,54,0,8,0,2,10,7,1,0,0,0,0,0,6
"SF1ST","OH","101",121425,"2","3","39","049","008360","1017",43,43,32,6,0,4,1,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121426,"2","3","39","049","008360","1018",42,41,40,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121427,"2","3","39","049","008360","1019",27,27,15,8,0,4,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121428,"2","3","39","049","008360","1020",79,73,49,11,0,12,0,0,1,6,5,0,0,0,0,0,1
"SF1ST","OH","101",121429,"2","3","39","049","008360","1021",77,62,46,10,0,6,0,0,0,15,1,0,0,2,0,12,0
"SF1ST","OH","101",121430,"2","3","39","049","008360","1022",32,30,26,3,0,0,0,0,1,2,0,0,0,2,0,0,0
"SF1ST","OH","101",121431,"2","3","39","049","008360","1023",45,45,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121432,"2","3","39","049","008360","1027",113,109,72,29,0,6,0,0,2,4,2,1,0,0,0,0,1
"SF1ST","OH","101",121433,"2","3","39","049","008360","1028",115,112,89,12,0,11,0,0,0,3,3,0,0,0,0,0,0
"SF1ST","OH","101",121434,"2","3","39","049","008360","1029",165,161,138,18,0,3,0,0,2,4,1,0,0,0,0,0,3
"SF1ST","OH","101",121436,"2","3","39","049","008360","2000",273,259,208,16,2,5,0,1,27,14,8,0,0,0,0,4,2
"SF1ST","OH","101",121437,"2","3","39","049","008360","2003",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121438,"2","3","39","049","008360","2004",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121439,"2","3","39","049","008360","2008",191,166,116,34,0,9,0,0,7,25,6,0,0,0,0,17,2
"SF1ST","OH","101",121440,"2","3","39","049","008360","2009",173,160,105,44,0,8,0,1,2,13,1,1,0,0,0,7,4
"SF1ST","OH","101",121441,"2","3","39","049","008360","2010",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121442,"2","3","39","049","008360","2013",105,99,77,16,0,5,0,0,1,6,3,0,0,0,0,3,0
"SF1ST","OH","101",121443,"2","3","39","049","008360","2014",96,94,88,4,0,0,0,0,2,2,0,0,0,0,0,2,0
"SF1ST","OH","101",121444,"2","3","39","049","008360","2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121445,"2","3","39","049","008360","2016",108,102,90,5,0,5,0,0,2,6,4,0,0,0,0,2,0
"SF1ST","OH","101",121446,"2","3","39","049","008360","2017",45,44,42,2,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121447,"2","3","39","049","008360","2018",85,78,69,5,0,0,0,0,4,7,7,0,0,0,0,0,0
"SF1ST","OH","101",121448,"2","3","39","049","008360","2019",206,199,164,15,0,2,0,0,18,7,0,0,1,0,0,4,2
"SF1ST","OH","101",121449,"2","3","39","049","008360","2020",52,52,42,5,0,5,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121450,"2","3","39","049","008360","2021",176,174,165,4,3,2,0,0,0,2,1,0,0,0,0,1,0
"SF1ST","OH","101",121451,"2","3","39","049","008360","2022",105,101,94,0,0,0,0,0,7,4,4,0,0,0,0,0,0
"SF1ST","OH","101",121452,"2","3","39","049","008360","2025",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121453,"2","3","39","049","008360","2026",10,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121454,"2","3","39","049","008360","2030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121455,"2","3","39","049","008360","2031",36,36,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121456,"2","3","39","049","008360","2032",173,165,147,13,0,0,0,3,2,8,3,0,0,0,0,5,0
"SF1ST","OH","101",121457,"2","3","39","049","008360","2033",19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121458,"2","3","39","049","008360","2034",234,218,174,29,1,3,0,0,11,16,15,0,0,0,0,0,1
"SF1ST","OH","101",121459,"2","3","39","049","008360","2035",244,243,233,4,0,2,0,0,4,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121460,"2","3","39","049","008360","2036",95,94,94,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121462,"2","3","39","049","008360","3002",309,308,264,40,0,0,0,0,4,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121463,"2","3","39","049","008360","3004",180,166,125,34,2,0,0,0,5,14,0,3,0,0,0,10,1
"SF1ST","OH","101",121464,"2","3","39","049","008360","3005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121465,"2","3","39","049","008360","3007",77,67,60,6,0,1,0,0,0,10,0,0,0,0,0,10,0
"SF1ST","OH","101",121466,"2","3","39","049","008360","3008",83,81,72,0,0,3,0,0,6,2,2,0,0,0,0,0,0
"SF1ST","OH","101",121467,"2","3","39","049","008360","3009",113,101,88,13,0,0,0,0,0,12,0,1,0,0,0,11,0
"SF1ST","OH","101",121468,"2","3","39","049","008360","3010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121469,"2","3","39","049","008360","3011",20,17,13,4,0,0,0,0,0,3,0,0,3,0,0,0,0
"SF1ST","OH","101",121470,"2","3","39","049","008360","3013",23,23,16,1,0,6,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121471,"2","3","39","049","008360","3014",53,49,49,0,0,0,0,0,0,4,4,0,0,0,0,0,0
"SF1ST","OH","101",121472,"2","3","39","049","008360","3015",77,77,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121473,"2","3","39","049","008360","3016",225,225,196,20,0,4,0,0,5,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121474,"2","3","39","049","008360","3017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121475,"2","3","39","049","008360","3018",61,57,48,9,0,0,0,0,0,4,2,0,0,0,0,2,0
"SF1ST","OH","101",121476,"2","3","39","049","008360","3019",107,96,76,17,0,2,0,0,1,11,7,0,0,0,0,4,0
"SF1ST","OH","101",121477,"2","3","39","049","008360","3021",37,37,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121480,"2","3","39","049","008370","1001",62,61,60,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121481,"2","3","39","049","008370","1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121482,"2","3","39","049","008370","1003",115,111,106,5,0,0,0,0,0,4,0,0,0,0,0,4,0
"SF1ST","OH","101",121483,"2","3","39","049","008370","1004",43,43,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121484,"2","3","39","049","008370","1005",49,49,43,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"SF1ST","OH","101",121485,"2","3","39","049","008370","1006",154,153,148,0,0,2,0,0,3,1,1,0,0,0,0,0,0
"SF1ST","OH","101",121486,"2","3","39","049","008370","1008",160,159,143,3,0,8,0,0,5,1,0,0,1,0,0,0,0
